country,state,style,name,brewery
United States,North Carolina,American IPA,Scythe Rye India Pale Ale,Burial Beer Co.
United States,Ohio,American Barleywine,Bernese Barleywine Ale,Thirsty Dog Brewing Company
United States,Texas,American Amber / Red Ale,Ridgeback Ale,No Label Brewing Company
United States,Florida,American Amber / Red Ale,110K+OT Batch #4 - Imperial Red Ale,Cigar City Brewing
United States,New York,English Brown Ale,Dundee Nut Brown Ale,Genesee Brewing Co. / Dundee Brewing Co.
United States,California,Pumpkin Ale,Punk' In Drublic Imperial Pumpkin Ale,Coronado Brewing Company
United States,Massachusetts,Scotch Ale / Wee Heavy,Wachusett Winter Ale,Wachusett Brewing Company
United States,Massachusetts,American Amber / Red Ale,Harpoon Leviathan - Imperial Red Ale,Harpoon Brewery & Beer Hall
United States,Maine,American Amber / Red Ale,Peak Organic Fall Summit Ale,Peak Organic Brewing Company
United States,Maryland,American Blonde Ale,Hook & Ladder Golden Ale,Hook & Ladder Brewing Company (No. 2)
United States,Michigan,American Amber / Red Ale,Aorta Ale (Double Red Ale),Short's Brewing Company
United States,Vermont,American Blonde Ale,Whitetail Ale,Rock Art Brewery
United States,Oregon,Pumpkin Ale,Rogue Farms GYO Pumpkin Patch Ale,Rogue Ales
United States,Connecticut,English India Pale Ale (IPA),Gold Stock Ale,New England Brewing Co.
United States,Alabama,Russian Imperial Stout,Bourbon Barrel-Aged Laika Stout,Straight To Ale
United States,California,American IPA,Angel City India Pale Ale,Angel City Brewery
United States,Pennsylvania,American Pale Ale (APA),Robot Surf Factory Pineapple Pale Ale,Spring House Brewing Company
United States,Minnesota,American Pale Ale (APA),Angry Planet Organic Pale Ale,Flat Earth Brewing Company
United States,New York,Belgian Pale Ale,Saranac Belgian Pale Ale,Matt Brewing Company / Saranac Brewery
United States,Massachusetts,English Stout,Descendant Dark Ale,Mystic Brewery
United States,Illinois,American IPA,Municipal India Pale Ale,Ale Syndicate
United States,Ohio,Winter Warmer,Barrel Aged Frosted Frog Christmas Ale,Hoppin' Frog Brewery
United States,Wisconsin,American Pale Ale (APA),U.S. Pale Ale,Capital Brewery
United States,California,American Pale Ale (APA),24th Street Pale Ale,Strand Brewing Co.
United States,California,American Strong Ale,Firestone 10 - Anniversary Ale,Firestone Walker Brewing Co.
United States,California,American Pale Ale (APA),Stone 7th Anniversary Ale,Stone Brewing
United States,Colorado,American Blonde Ale,Buffalo Gold Premium Ale,Boulder Beer / Wilderness Pub
United States,California,American IPA,Marin India Pale Ale,Marin Brewing Company
United States,Pennsylvania,American IPA,HopDevil India Pale Ale,Victory Brewing Company - Downingtown
United States,Oregon,Tripel,Straffe Drieling,Logsdon Farmhouse Ales
United States,New Mexico,American Strong Ale,Marble Reserve Ale,Marble Brewery
United States,Florida,American Black Ale,Humidor Double American Black Ale,Cigar City Brewing
United States,New York,American Double / Imperial Pilsner,Mosaic Single Hop Imperial India Pale American Wheat Lager,Evil Twin Brewing
United States,New Hampshire,American Amber / Red Ale,Smuttynose Kindest Find Imperial Red Ale (Big Beer Series),Smuttynose Brewing Company
United States,Minnesota,American Black Ale,Surly / Lervig 1349 Black Ale,Surly Brewing Company
United States,Texas,Gose,18th Anniversary Gose,Real Ale Brewing Company
United States,Texas,American Double / Imperial Stout,Quakertown Stout,Armadillo Ale Works
United States,California,Kölsch,Blonde Ale,Saint Archer Brewing Co.
United States,Rhode Island,American Blonde Ale,Barstool American Golden Ale,Foolproof Brewing Company
United States,Massachusetts,English Strong Ale,Once Upon A Time 1901 KK,Pretty Things Beer & Ale Project
United States,Georgia,Saison / Farmhouse Ale,Lyric Ale,Orpheus Brewing
United States,Connecticut,Black & Tan,Dirty Penny Ale,The Olde Burnside Brewing Company
United States,North Carolina,American Pale Ale (APA),Carolina Pale Ale,Carolina Brewing Company
United States,Oregon,American Brown Ale,Doryman's Dark Ale,Pelican Pub & Brewery
United States,Colorado,Belgian Pale Ale,Belgian Style Pale Ale,Upslope Brewing Company - Lee Hill
United States,California,Pumpkin Ale,Pumpkin Ale,Kern River Brewing Company
United States,New York,Pumpkin Ale,Pumpkin Ale,Horseheads Brewing Inc.
United States,New Hampshire,Fruit / Vegetable Beer,Autumn Ale Brew,Woodstock Inn Brewery
United States,Minnesota,Belgian Pale Ale,Flat Earth Belgian-Style Pale Ale,Flat Earth Brewing Company
United States,New York,Scotch Ale / Wee Heavy,Scotch Ale,Rohrbach Brewing Company (Brewpub)
United States,Maryland,American Pale Ale (APA),Pale Ale,Flying Dog Brewery
United States,Louisiana,American Pale Ale (APA),Fleur-de-lis Restoration Ale,Abita Brewing Co.
United States,Alabama,Dubbel,Brother Joseph's Belgian Dubbel,Straight To Ale
United States,Wisconsin,American Barleywine,Big Eddy Ryewine Ale,Jacob Leinenkugel Brewing Company
United States,Pennsylvania,American Pale Ale (APA),Citra Pale Ale,Free Will Brewing Co.
United States,Tennessee,Kölsch,Ghost River Golden Ale,Ghost River Brewing
United States,Oregon,American IPA,Rogue Farms 4 Hop IPA,Rogue Ales
United States,Wisconsin,American Pale Ale (APA),Pale Ale,Black Husky Brewing
United States,Virginia,Saison / Farmhouse Ale,Springhouse Ale,AleWerks Brewing Company
United States,Virginia,Belgian Pale Ale,Magic Beaver Belgian-Style Pale Ale,Lickinghole Creek Craft Brewery
United States,Colorado,American Amber / Red Ale,Rail Yard Ale,Wynkoop Brewing Company
United States,California,American Amber / Red Ale,Amber Ale,Eel River Brewing Co.
United States,Washington,American Pale Ale (APA),Fish Tale Wild Salmon Pale Ale,Fish Brewing Company / Fishbowl Brewpub
United States,New York,American IPA,Forcefield IPA (2016),Grimm Artisanal Ales
United States,New York,American Amber / Red Ale,Bear Naked Ale,Adirondack Pub & Brewery
United States,Tennessee,Kölsch,Chaser Pale,Blackstone Restaurant & Brewery
United States,Colorado,Belgian Pale Ale,Porch Swing Single Ale,New Belgium Brewing
United States,Massachusetts,American IPA,Whammy Bar India Pale Ale,Clown Shoes
United States,Massachusetts,Herbed / Spiced Beer,Brewer Patriot Collection - Traditional Ginger Honey Ale,Boston Beer Company (Samuel Adams)
United States,Washington,American Amber / Red Ale,Kirkland Signature Amber Ale,Kirkland Signature / Costco Wholesale Corporation
United States,Maryland,American IPA,Superhop IPA,Stillwater Artisanal Ales
United States,Colorado,Belgian IPA,Lips Of Faith - BELGO Belgian India Pale Ale,New Belgium Brewing
United States,Ohio,Fruit / Vegetable Beer,Raspberry Ale,Thirsty Dog Brewing Company
United States,Minnesota,English Brown Ale,Ring Neck Braun Ale,Brau Brothers Brewing Co. LLC
United States,New Hampshire,Belgian Pale Ale,White Birch Belgian Style Pale Ale,White Birch Brewing
United States,New York,Gose,Super Going,Grimm Artisanal Ales
United States,Illinois,American Pale Ale (APA),Pale Ale,BrickStone Restaurant & Brewery
United States,Oregon,Fruit / Vegetable Beer,Voodoo Doughnut Lemon Chiffon Crueller Ale,Rogue Ales
United States,Minnesota,American IPA,Sheephead Ale,Brau Brothers Brewing Co. LLC
United States,Maine,English Brown Ale,Geary's Autumn Ale,D.L. Geary Brewing Company
United States,New York,American Wild Ale,Purple Prose,Grimm Artisanal Ales
United States,Maryland,Light Lager,Yacht,Stillwater Artisanal Ales
United States,Maine,English Brown Ale,Shipyard Brewer's Brown Ale,Shipyard Brewing Co.
United States,Utah,American Amber / Red Lager,Yard Sale Winter Lager,Uinta Brewing Company
United States,California,American Pale Ale (APA),El Conquistador Extra Pale Ale,Mission Brewery
United States,Virginia,Cream Ale,Cream Ale,Hardywood Park Craft Brewery
United States,Virginia,English India Pale Ale (IPA),India Pale Ale,"St. George Brewing Company, The"
United States,Missouri,American Strong Ale,Boulevard / Odell Silver Anniversary Ale,Boulevard Brewing Co.
United States,Massachusetts,American Dark Wheat Ale,Brewer Patriot Collection - James Madison Dark Wheat Ale,Boston Beer Company (Samuel Adams)
United States,Maryland,Saison / Farmhouse Ale,Stillwater / Hof Ten Dormaal Bronze Age,Stillwater Artisanal Ales
United States,California,American Wild Ale,Amazing Grace Ale,The Lost Abbey
United States,Michigan,English India Pale Ale (IPA),Dragonmead Crown Jewels India Pale Ale,Dragonmead Microbrewery
United States,Pennsylvania,Pumpkin Ale,Johnny Rails Pumpkin Ale,Erie Brewing Co.
United States,Minnesota,American Pale Ale (APA),Hopvale Organic Ale,Summit Brewing Company
United States,New Hampshire,Eisbock,Redhook Eisbock 28,Redhook Ale Brewery
United States,New York,Gose,Super Symmetry,Grimm Artisanal Ales
United States,California,American Pale Ale (APA),Spanish Peaks Black Dog Ale,Spanish Peaks Brewing Co.
United States,California,Witbier,White Ale,Saint Archer Brewing Co.
United States,California,Wheatwine,Marin Star Brew-Triple Wheat Ale,Marin Brewing Company
United States,District of Columbia,Rye Beer,Rowdy Hop-Forward Rye Ale,Atlas Brew Works
United States,Wisconsin,American Wild Ale,R&D Sour Ale,New Glarus Brewing Company
United States,Michigan,American IPA,Ale La Reverend,Short's Brewing Company
United States,Texas,American IPA,A Pale Mosaic,Hops and Grain Brewery
United States,Michigan,American Blonde Ale,Pick Axe Blonde Ale,Keweenaw Brewing Company
United States,California,American Pale Ale (APA),Untouchable Pale Ale,Speakeasy Ales & Lagers
United States,New York,English Strong Ale,Pride Of Milford Special Ale,Cooperstown Brewing Company
United States,New York,American Wild Ale,Subliminal Message,Grimm Artisanal Ales
United States,Ohio,American Amber / Red Ale,Great Lakes Rally Drum Red Ale,Great Lakes Brewing Co.
United States,California,American Porter,Vanilla Joe,Sante Adairius Rustic Ales
United States,Maryland,Belgian Strong Pale Ale,Chardonnay Barrel Belgian Ale (Fall Migration),Evolution Craft Brewing Company
United States,Maine,American Pale Ale (APA),Ace Hole Pale Ale,Marshall Wharf Brewing Company / Three Tides Restaurant
United States,Oregon,American Black Ale,Secession Black India Pale Ale (CDA),Hopworks Urban Brewery
United States,Virginia,American Amber / Red Ale,Red Marker Ale,AleWerks Brewing Company
United States,California,American Pale Ale (APA),Mt. Tam Pale Ale,Marin Brewing Company
United States,Michigan,American Pale Wheat Ale,Bell's Wedding Ale,"Bell's Brewery, Inc."
United States,Oregon,English India Pale Ale (IPA),Brutal,Rogue Ales
United States,Texas,American Brown Ale,"Oak Cliff Coffee Ale, Coffee Ale",Deep Ellum Brewing Company
United States,Pennsylvania,American IPA,Tröegs / Appalachian / Pizza Boy - (717) Collaboration Ale [2015],Tröegs Brewing Company
United States,Oregon,Belgian Strong Pale Ale,Class Of '88 Belgian Style Ale,Deschutes Brewery
United States,California,American Amber / Red Ale,Best Of Beer Camp: Imperial Red Ale - Beer Camp #65,Sierra Nevada Brewing Co.
United States,Colorado,Scottish Ale,Ridgeline Amber Ale,Great Divide Brewing Company
United States,Wisconsin,Belgian Strong Dark Ale,Mercy,Ale Asylum
United States,Minnesota,American Pale Ale (APA),Schell's Pale Ale,August Schell Brewing Company
United States,Montana,American IPA,Bent Nail IPA,Red Lodge Ales
United States,Maryland,Belgian Strong Dark Ale,Jaded (Import Series Vol. 3),Stillwater Artisanal Ales
United States,Texas,Munich Dunkel Lager,Lobo Negro,Pedernales Brewing Company
United States,New York,American IPA,India Pale Ale,Wagner Valley Brewing Co.
United States,Utah,American Wild Ale,22nd Crooked Line Birthday Suit: Sour Plum Abbey Ale,Uinta Brewing Company
United States,Oregon,Saison / Farmhouse Ale,Szech 'n Brett,Logsdon Farmhouse Ales
United States,Michigan,American Double / Imperial Stout,Buckley,Transient Artisan Ales
United States,California,Saison / Farmhouse Ale,Lady In Grey,Sante Adairius Rustic Ales
United States,Florida,American Wild Ale,Humidor Series American Sour Ale,Cigar City Brewing
United States,California,American Wild Ale,Bright Sea Blonde,Sante Adairius Rustic Ales
United States,Maine,English Bitter,Geary's Winter Ale,D.L. Geary Brewing Company
United States,Virginia,American Pale Ale (APA),Alpha Ale,Wild Wolf Brewing Company
United States,Wisconsin,American IPA,Beyond The Pale,Stevens Point Brewery
United States,Illinois,Irish Red Ale,Kilgubbin Red Ale,Goose Island Beer Co.
United States,Massachusetts,American Pale Lager,R.I.P.L. Effect (Rye India Pale Lager),Jack's Abby Brewing
United States,North Carolina,American Amber / Red Ale,Tyranny Hoppy Red Ale,Wicked Weed Brewing
United States,Illinois,American Double / Imperial Stout,Clare's Thirsty Ale,Haymarket Pub & Brewery
United States,Washington,Winter Warmer,Winter Ale,Fremont Brewing Company
United States,Oregon,Dubbel,Chatoe Rogue First Growth Creek Ale,Rogue Ales
United States,Indiana,American IPA,Barfly India Pale Ale,Barley Island Brewing Company
United States,Massachusetts,American Blonde Ale,Bailey's Blonde Ale,Cisco Brewers Inc.
United States,New York,Winter Warmer,Saranac Rudy's Spiced Christmas Ale,Matt Brewing Company / Saranac Brewery
United States,California,Altbier,Alt-Bier Ale,Hangar 24 Brewery
United States,Missouri,American Wild Ale,Savant Blanc,Perennial Artisan Ales
United States,Missouri,American Pale Ale (APA),Tropical Pale Ale,Boulevard Brewing Co.
United States,Maine,English Brown Ale,Gritty McDuff's Best Brown Ale,Gritty McDuff's Brewing Company
United States,Florida,American IPA,Arcus India Pale Ale,Big Storm Brewing Company
United States,Delaware,Extra Special / Strong Bitter (ESB),Amber Sun Ale,16 Mile Brewing Company
United States,Alabama,Russian Imperial Stout,Laika Russian Imperial Stout,Straight To Ale
United States,Michigan,American Amber / Red Ale,New Holland Red Tulip Ale,New Holland Brewing Company
United States,Vermont,American Pale Ale (APA),Motueka Pale Ale,Hill Farmstead Brewery
United States,California,American Pale Lager,Metropolis Lager,Speakeasy Ales & Lagers
United States,Missouri,Saison / Farmhouse Ale,Stefon,Perennial Artisan Ales
United States,Indiana,American Pale Ale (APA),Upland Harvest Ale,Upland Brewing Company
United States,Colorado,American IPA,Hop Kitchen - Fresh Hop India Pale Ale,New Belgium Brewing
United States,South Carolina,American Pale Ale (APA),Dead Arm Pale Ale,COAST Brewing Company
United States,California,American Blonde Ale,Mission St. Blonde Ale,Steinhaus Brewing Co.
United States,California,American Barleywine,Stone Old Guardian Barley Wine Style Ale 2004,Stone Brewing
United States,New Jersey,American Pale Ale (APA),American Ale,Cricket Hill Brewing Co.
United States,California,Foreign / Export Stout,Mortality Stout,ReaperAle
United States,Oregon,American Wild Ale,Cascade Blackberry Ale,Cascade Brewing / Raccoon Lodge & Brewpub
United States,Virginia,Belgian Pale Ale,Blonde Hunny Ale,Wild Wolf Brewing Company
United States,Massachusetts,Saison / Farmhouse Ale,Island Reserve: Saison Farmhouse Ale,Cisco Brewers Inc.
United States,Texas,Rye Beer,Lakefire Rye Pale Ale,Grapevine Craft Brewery
United States,Massachusetts,American Pale Ale (APA),Bottle Rocket Pale Ale,Wormtown Brewery
United States,California,American Double / Imperial IPA,Mosaic Showers,Noble Ale Works
United States,California,American IPA,Simpleton,Sante Adairius Rustic Ales
United States,Maryland,Herbed / Spiced Beer,Sensory Series V.1 - Lower Dens,Stillwater Artisanal Ales
United States,Tennessee,American Pale Ale (APA),American Pale Ale,Blackstone Restaurant & Brewery
United States,New York,English Pale Ale,46'er Pale Ale,Lake Placid Craft Brewing Company
United States,Minnesota,American Pale Ale (APA),Crosscut Pale Ale,Lift Bridge Brewery
United States,Wisconsin,Saison / Farmhouse Ale,Lazy Mutt Farmhouse Ale,Minhas Craft Brewery
United States,California,American Barleywine,Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing
United States,West Virginia,American IPA,Seneca Indian Pale Ale,Mountain State Brewing Co.
United States,California,American Porter,AleSmith Decadence 2007 Imperial Porter,AleSmith Brewing Company
United States,California,Saison / Farmhouse Ale,Beach House Ale,Green Flash Brewing Co.
United States,Florida,American Pale Wheat Ale,Tropical Heatwave Wheat Ale,Cigar City Brewing
United States,Massachusetts,American Amber / Red Ale,Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery
United States,Texas,American Blonde Ale,Pete's Wicked Rally Cap Ale,Pete's Brewing Company
United States,Missouri,American Pale Ale (APA),Last Splash Wet Hop Pale Ale,Boulevard Brewing Co.
United States,Michigan,American Amber / Red Ale,El Rojo Red Ale,Griffin Claw Brewing Company
United States,Ohio,Winter Warmer,Winter Ale,Rivertown Brewing Co.
United States,Pennsylvania,Cream Ale,Croydon Cream Ale,Neshaminy Creek Brewing Company
United States,New York,American Amber / Red Ale,Dean Pacific Northwest Mahogany Ale,SingleCut Beersmiths
United States,New York,American IPA,Evil Twin Femme Fatale Sudachi,Evil Twin Brewing
United States,Iowa,American Amber / Red Ale,Red Rambler Ale,Peace Tree Brewing Co.
United States,Massachusetts,American IPA,Offshore India Pale Ale,Offshore Ale Company
United States,Texas,Quadrupel (Quad),Brewers' Cut Black Quadrupel,Real Ale Brewing Company
United States,Connecticut,American IPA,City Steam Innocence Ale (IPA),City Steam Brewery Café
United States,Pennsylvania,American Brown Ale,Nut Roll Ale,Pennsylvania Brewing Company
United States,Virginia,American Pale Ale (APA),Pale Ale,Legend Brewing Co.
United States,Massachusetts,American Amber / Red Ale,Samuel Adams Maple Ale,Boston Beer Company (Samuel Adams)
United States,Massachusetts,American Pale Ale (APA),Tall Tale Pale Ale,Cambridge Brewing Company
United States,Michigan,American Pale Ale (APA),Beautiful Disaster,Odd Side Ales
United States,New Jersey,Belgian Pale Ale,Jersey Summer Breakfast Ale,Cricket Hill Brewing Co.
United States,California,American Pale Ale (APA),Green Flash Extra Pale Ale,Green Flash Brewing Co.
United States,Colorado,Saison / Farmhouse Ale,Avery Anniversary Ale - Twenty Three,Avery Brewing Company
United States,Maine,Scottish Ale,Scottish Ale,Atlantic Brewing Company / Mainely Meat BBQ
United States,Pennsylvania,American Pale Ale (APA),Turtle Power Grapefruit Pale Ale,Evil Genius Beer Company
United States,Texas,Herbed / Spiced Beer,Brunch Money,Armadillo Ale Works
United States,Louisiana,American Brown Ale,Christmas Ale 2012,Abita Brewing Co.
United States,California,American Amber / Red Ale,6th Anniversary Ale (Dirty Hippie Imperial Red Ale),Kern River Brewing Company
United States,New York,English Strong Ale,Wizard's Winter Ale,"Middle Ages Brewing Co., Ltd."
United States,California,Belgian Strong Dark Ale,Trader Joe's 2014 Vintage Ale,Trader Joe's Brewing Company
United States,Maine,American Amber / Red Ale,Amber Road Amber Ale,Baxter Brewing Co.
United States,Michigan,American IPA,ControversiALE,Short's Brewing Company
United States,Florida,American Pale Ale (APA),People's Pale Ale,Intuition Ale Works
United States,California,American Amber / Red Ale,Betrayal Imperial Red,Speakeasy Ales & Lagers
United States,California,American Pale Ale (APA),Palomino American Pale Ale,Bootlegger's Brewery
United States,Wisconsin,Tripel,Tripel Nova,Ale Asylum
United States,Idaho,Flanders Oud Bruin,Oud Bruin Belgian Style Ale,Grand Teton Brewing Co.
United States,California,Winter Warmer,Our Special Ale 2002 (Anchor Christmas Ale),Anchor Brewing Company
United States,North Carolina,American Pale Wheat Ale,Lemongrass Wheat Ale,Outer Banks Brewing Station
United States,Colorado,Belgian Pale Ale,Lips Of Faith Golden Ale (Hof Ten Dormaal Collaboration),New Belgium Brewing
United States,Massachusetts,Scotch Ale / Wee Heavy,Berkshire Bourbon Barrel Scotch Ale,Berkshire Brewing Company Inc.
United States,Utah,American Amber / Red Ale,Imperial Red Ale,Epic Brewing Company
United States,Massachusetts,American Wild Ale,Cerise Cassée American Sour Ale,Cambridge Brewing Company
United States,Vermont,American Pale Ale (APA),Wolaver's Pale Ale,Otter Creek Brewing / Wolaver's
United States,Oklahoma,Saison / Farmhouse Ale,Prairie-Vous Francais,Prairie Artisan Ales
United States,Maryland,English India Pale Ale (IPA),Wild Goose India Pale Ale,"Wild Goose Brewery, LLC"
United States,Louisiana,American Pale Ale (APA),Rebirth Pale Ale,New Orleans Lager & Ale Brewing Company (NOLA)
United States,New York,American Black Ale,Evil Twin Femme Fatale Noir,Evil Twin Brewing
United States,Massachusetts,Belgian Pale Ale,¡Magnifico!,Pretty Things Beer & Ale Project
United States,Minnesota,American Black Ale,Summit Black Ale,Summit Brewing Company
United States,Wisconsin,American Pale Ale (APA),Stone Tepee Pale Ale,Tyranena Brewing Company
United States,Nebraska,Belgian Pale Ale,Hopluia,Spilker Ales
United States,New Hampshire,American IPA,Hop Slinger India Pale Ale,Henniker Brewing Co.
United States,Washington,American Pale Ale (APA),Pike Pale Ale,The Pike Brewing Company
United States,Ohio,American Pale Ale (APA),Humulus Nimbus Super Pale Ale,Seventh Son Brewing Co.
United States,Michigan,American Black Ale,Furry Black India Pale Ale,North Peak Brewing Company
United States,Massachusetts,English Dark Mild Ale,Harpoon Brown Session Ale,Harpoon Brewery & Beer Hall
United States,Missouri,American Pale Ale (APA),Boulevard / Cigar City - Collaboration No 5 Tropical Pale Ale,Boulevard Brewing Co.
United States,Oregon,American Porter,XS Imperial Porter,Rogue Ales
United States,Maryland,American Pale Lager,Contemporary Works - Mono,Stillwater Artisanal Ales
United States,Oregon,American Barleywine,Galaxy Hopped Barleywine Ale (Brothers' Reserve Series),Widmer Brothers Brewing Company
United States,Texas,Witbier,White,Real Ale Brewing Company
United States,Wisconsin,American Pale Ale (APA),Demento Session Pale,Ale Asylum
United States,Pennsylvania,American Pale Ale (APA),Pennsylvania Pale Ale,Philadelphia Brewing Company
United States,Colorado,American Wild Ale,21st Anniversary Sour Ale,Great Divide Brewing Company
United States,Arizona,American Pale Ale (APA),Nimbus Pale Ale,Nimbus Brewing Company
United States,Missouri,Tripel,Woodside,Perennial Artisan Ales
United States,New York,American Double / Imperial IPA,Pulse Wave,Grimm Artisanal Ales
United States,Colorado,American Double / Imperial IPA,Conductor Imperial India Pale Ale,Steamworks Brewing Co.
United States,California,Belgian Strong Pale Ale,Golden Chaos Golden Ale,Bootlegger's Brewery
United States,Michigan,American Blonde Ale,Oval Beach Blonde Ale,Saugatuck Brewing Company
United States,New Jersey,American Porter,Reserve Ale - Bourbon Barrel Aged Porter,Cricket Hill Brewing Co.
United States,California,Berliner Weissbier,Maiden Fields,Sante Adairius Rustic Ales
United States,Pennsylvania,Winter Warmer,Snow Melt Winter Ale,East End Brewing Company
United States,Texas,Cream Ale,Pete's Wicked Wanderlust Cream Ale,Pete's Brewing Company
United States,Illinois,American Pale Ale (APA),Paddy Pale Ale,Onion Pub & Brewery / Wild Onion Brewing Co.
United States,Oregon,American Pale Ale (APA),Blue Heron Ale,BridgePort Brewing Co. / Brewpub
United States,Colorado,American Pale Ale (APA),Pass Time Pale Ale,Boulder Beer / Wilderness Pub
United States,Massachusetts,American IPA,Blue Hills India Pale Ale,Blue Hills Brewery
United States,Hawaii,American Brown Ale,Coco Loco Toasted Coconut Brown Ale,Kona Brewing Co.
United States,Oregon,Sahti,Sahati,The Ale Apothecary
United States,Oregon,American Brown Ale,Witch Hunt Spiced Harvest Ale,BridgePort Brewing Co. / Brewpub
United States,Massachusetts,American Pale Ale (APA),Fenway Pale Ale,Boston Beer Works - Canal Street
United States,Vermont,American Wild Ale,Odd Notion - American Sour Ale (Winter 2009),Magic Hat Brewing Company
United States,Massachusetts,Belgian IPA,Illumination (Farmhouse IPA),Enlightenment Ales
United States,Massachusetts,American Double / Imperial IPA,Dialed In (w/ Chardonnay & Gewurztraminer  Juice),Trillium Brewing Company
United States,Vermont,American Double / Imperial IPA,Otter Creek Imperial India Pale Ale,Otter Creek Brewing / Wolaver's
United States,Texas,American Pale Ale (APA),Pale Horse,No Label Brewing Company
United States,Oregon,Scottish Ale,MacPelican's Scottish Style Ale,Pelican Pub & Brewery
United States,Indiana,American IPA,Fantabulous Resplendence XI Anniversary Ale,3 Floyds Brewing Co.
United States,Colorado,Pumpkin Ale,Pumpkin Ale,Upslope Brewing Company - Lee Hill
United States,Maryland,Saison / Farmhouse Ale,Rio De Sauvin,Stillwater Artisanal Ales
United States,Oregon,American Brown Ale,Nut Brown Ale (Pub Series),Full Sail Brewery & Tasting Room & Pub
United States,Florida,English Brown Ale,Blueberry Muffin Brown Ale,Cigar City Brewing
United States,Vermont,American Amber / Red Ale,Otter Creek Winter Red Ale,Otter Creek Brewing / Wolaver's
United States,Washington,Extra Special / Strong Bitter (ESB),Spin Cycle Red Ale,No-Li Brewhouse
United States,California,American Pale Ale (APA),SPA (Summer Pale Ale),Port Brewing
United States,Oregon,American IPA,OG Wheat India Pale Ale,10 Barrel Brewing Co.
United States,Michigan,Rye Beer,Bell's Kal-Haven Ale,"Bell's Brewery, Inc."
United States,Maryland,American Pale Ale (APA),Baltimore Pale Ale,Full Tilt Brewing
United States,Texas,Belgian Pale Ale,Icon Series: Belgian-Style Pale Ale,Saint Arnold Brewing Company
United States,Louisiana,American Pale Ale (APA),Voodoo Bengal Pale Ale,Tin Roof Brewing Company
United States,Minnesota,American Black Ale,Haywire Double Black American Ale,Indeed Brewing Company
United States,Oregon,American Pale Ale (APA),Sunrise OPA (Oatmeal Pale Ale),Fort George Brewery + Public House
United States,California,American Porter,Chavez,Sante Adairius Rustic Ales
United States,California,Belgian Pale Ale,California Ale,Telegraph Brewing Company
United States,Michigan,American Amber / Red Ale,Red Jacket Amber Ale,Keweenaw Brewing Company
United States,Florida,Fruit / Vegetable Beer,Big Rod Coconut Ale,Miami Brewing Company
United States,California,American Pale Ale (APA),Highway 128 Session Series: Keebarlin' Pale Ale,Anderson Valley Brewing Company
United States,Maryland,Saison / Farmhouse Ale,Sensory Series V.2 - Small Black,Stillwater Artisanal Ales
United States,Alabama,American Porter,Vanillaphant Porter,Avondale Brewing Co.
United States,Missouri,English Strong Ale,Schlafly Bourbon Barrel Ale,The Schlafly Tap Room
United States,Connecticut,Bière de Garde,Holiday Ale,Two Roads Brewing Company
United States,Pennsylvania,American Pale Ale (APA),T-Rail Pale Ale,Old Forge Brewing Company
United States,Delaware,American Blonde Ale,Blues' Golden Ale,16 Mile Brewing Company
United States,Florida,American IPA,Last Stop India Pale Ale,Brew Bus Brewing
United States,Georgia,American Pale Ale (APA),Red Brick Pale Ale,Red Brick Brewing Company
United States,Oklahoma,Flanders Red Ale,Prairie/TRVE Sour Red Farmhouse Ale,Prairie Artisan Ales
United States,Georgia,Wheatwine,Sweetwater 16th Anniversary Ale Red Wheat Wine,SweetWater Brewing Company
United States,Maryland,American Double / Imperial IPA,Projector Readymade,Stillwater Artisanal Ales
United States,New Hampshire,American Brown Ale,Paradigm Brown Ale,Kelsen Brewing Company
United States,Florida,Berliner Weissbier,5 Beers For 5 Years - The Tasting Room - Weisse Ale W/ Orange & Tangerine,Cigar City Brewing
United States,Michigan,Fruit / Vegetable Beer,Firefly,Odd Side Ales
United States,Delaware,American Pale Ale (APA),New River Pale Ale,Old Dominion Brewing Company
United States,Wisconsin,American IPA,India Pale Ale,Hinterland Brewery Restaurant
United States,Wisconsin,Belgian Strong Pale Ale,Belgian Blonde Ale,Central Waters Brewing Co.
United States,Oregon,Belgian Strong Dark Ale,Vas Deferens Ale,Caldera Brewing Company
United States,Colorado,American IPA,Independence Pass Ale I.P.A.,Aspen Brewing Co.
United States,Massachusetts,American Blonde Ale,Ipswich Summer Ale,Ipswich Ale Brewery
United States,Michigan,Pumpkin Ale,Michigan Brewing Screamin' Pumpkin Spiced Ale,Michigan Brewing Company
United States,Arizona,Kölsch,Sunbru Kölsch-Style Ale,Four Peaks Brewing Company - 8th Street Brewery
United States,Arizona,English Brown Ale,Oak Creek Nut Brown Ale,Oak Creek Brewing Co.
United States,Massachusetts,Euro Dark Lager,Lovely Saint Winefride,Pretty Things Beer & Ale Project
United States,California,Baltic Porter,Chocolate Porter,Evans Brewing Company
United States,Arizona,American Pale Wheat Ale,White Chocolate Ale,Sonoran Brewing Company
United States,North Carolina,English Brown Ale,Cottonwood Low Down Brown Ale,Carolina Beer Company
United States,California,Saison / Farmhouse Ale,Silver Jubilee - 25th Anniversary Ale,North Coast Brewing Co.
United States,California,Milk / Sweet Stout,Black Hand,Speakeasy Ales & Lagers
United States,Missouri,Rye Beer,Barry Rye,Perennial Artisan Ales
